Date,Close,High,Low,Open,Volume
2026-01-26,238.4199981689453,240.9499969482422,237.5399932861328,239.97999572753903,32825500
2026-01-27,244.67999267578125,244.8800048828125,238.0800018310547,239.69000244140625,38029200
2026-01-28,243.0099945068359,247.77999877929688,241.52999877929688,246.3699951171875,40882700
2026-01-29,241.72999572753903,243.0,236.7400054931641,242.82000732421875,47229600
2026-01-30,239.3000030517578,243.32000732421875,237.63999938964844,239.88999938964844,46585000
2026-02-02,242.9600067138672,245.6300048828125,238.1699981689453,238.30999755859375,37546100
2026-02-03,238.6199951171875,246.3500061035156,235.4499969482422,244.97999572753903,53831300
2026-02-04,232.9900054931641,238.86000061035156,231.82000732421875,238.86000061035156,51147600
